385,,Oman,Median,918.0,828.0,761.0,710.0,680.0,667.0,658.0,671.0,696.0,734.0,799.0,823.0,865.0,914.0,932.0,935.0
386,,Oman,Upper,1047.0,944.0,861.0,798.0,754.0,728.0,709.0,708.0,724.0,761.0,820.0,848.0,895.0,951.0,996.0,1020.0
414,QAT,Qatar,Lower,140.0,134.0,127.0,124.0,126.0,135.0,131.0,132.0,138.0,144.0,152.0,170.0,187.0,201.0,207.0,204.0
415,,Qatar,Median,148.0,141.0,134.0,131.0,133.0,141.0,137.0,138.0,145.0,151.0,159.0,178.0,197.0,214.0,224.0,226.0
416,,Qatar,Upper,155.0,148.0,141.0,137.0,139.0,149.0,144.0,146.0,151.0,159.0,167.0,186.0,207.0,227.0,242.0,250.0
450,SAU,Saudi Arabia,Lower,11521.0,11024.0,10519.0,10084.0,9620.0,9199.0,8834.0,8512.0,8227.0,7907.0,7550.0,7136.0,6706.0,6268.0,5828.0,5382.0
451,,Saudi Arabia,Median,13110.0,12468.0,11935.0,11487.0,11112.0,10952.0,10866.0,10868.0,10837.0,10818.0,10644.0,10440.0,10151.0,9795.0,9405.0,9002.0
452,,Saudi Arabia,Upper,14840.0,14103.0,13489.0,12972.0,12649.0,12607.0,12931.0,13528.0,14260.0,15045.0,15644.0,16038.0,16200.0,16221.0,16164.0,16064.0
510,SYR,Syrian Arab Republic,Lower,11156.0,10605.0,9891.0,9133.0,8506.0,8075.0,7810.0,7701.0,7614.0,7393.0,6871.0,6506.0,6420.0,5567.0,4758.0,3977.0
511,,Syrian Arab Republic,Median,12162.0,11543.0,10816.0,10030.0,9359.0,8947.0,8707.0,8691.0,8638.0,8504.0,8078.0,7832.0,7999.0,7188.0,6333.0,5515.0
512,,Syrian Arab Republic,Upper,13195.0,12582.0,11781.0,10958.0,10307.0,9924.0,9770.0,9856.0,9990.0,9957.0,9680.0,9648.0,10105.0,9416.0,8634.0,7733.0
537,TUR,Turkey,Lower,51121.0,47238.0,43242.0,39404.0,35973.0,32982.0,30417.0,28249.0,26390.0,24874.0,23613.0,22500.0,21539.0,20503.0,19213.0,17637.0
538,,Turkey,Median,55723.0,51562.0,47335.0,43147.0,39252.0,36060.0,33110.0,30629.0,28465.0,26597.0,24984.0,23690.0,22468.0,21428.0,20134.0,18936.0
539,,Turkey,Upper,61080.0,56613.0,51946.0,47371.0,43163.0,39434.0,36163.0,33258.0,30698.0,28470.0,26556.0,24856.0,23447.0,22262.0,21200.0,20301.0
552,ARE,United Arab Emirates,Lower,534.0,519.0,505.0,502.0,521.0,569.0,597.0,651.0,710.0,750.0,754.0,771.0,750.0,702.0,644.0,586.0
553,,United Arab Emirates,Median,563.0,544.0,523.0,514.0,536.0,583.0,615.0,674.0,731.0,770.0,773.0,797.0,780.0,741.0,702.0,661.0
554,,United Arab Emirates,Upper,600.0,567.0,541.0,532.0,550.0,603.0,634.0,693.0,755.0,794.0,794.0,816.0,811.0,791.0,769.0,753.0
579,YEM,Yemen,Lower,57563.0,55042.0,53174.0,51700.0,50235.0,48486.0,46459.0,44342.0,42034.0,39584.0,37156.0,34728.0,32436.0,30226.0,28239.0,26355.0
580,,Yemen,Median,62568.0,59887.0,57944.0,56547.0,55125.0,53525.0,51589.0,49522.0,47264.0,45082.0,42829.0,40766.0,38904.0,37215.0,35658.0,34351.0
581,,Yemen,Upper,67977.0,64993.0,62905.0,61563.0,60324.0,58791.0,57077.0,55262.0,53273.0,51269.0,49614.0,48175.0,46872.0,45826.0,45107.0,44841.0
